condition,scenario,planner,k_samples,episodes,successes,success_rate,success_wilson_low,success_wilson_high,final_distance_mean,cost_mean,control_ms_mean,control_ms_p95,collision_mean
gain_0p8,box_align_contact_loss,diff_mppi_3,128,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2645711333333333,2.909421,2.4259696666666666,2.439947,0.0
gain_0p8,box_align_contact_loss,diff_mppi_3,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2670760666666666,2.8544593333333332,2.442166,2.4544845,0.0
gain_0p8,box_align_contact_loss,diff_mppi_3,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2653177666666667,2.7845253333333333,2.475973,2.4872864999999997,0.0
gain_0p8,box_align_contact_loss,mppi,128,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.2772609,3.661071333333333,0.07910365666666667,0.088846635,0.0
gain_0p8,box_align_contact_loss,mppi,256,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.27758663333333333,3.5229303333333335,0.10797793333333333,0.11555919999999997,0.0
gain_0p8,box_align_contact_loss,mppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27758920000000004,3.3575873333333335,0.15228036666666667,0.1694065,0.0
gain_0p8,box_align_contact_loss,mppi_hardmodel,128,30,0,0.0,0.0,0.11351339317396876,0.9245583333333334,26.775876666666665,0.11596113333333333,0.1277366,0.0
gain_0p8,box_align_contact_loss,mppi_hardmodel,256,30,0,0.0,0.0,0.11351339317396876,0.9219903666666667,24.192963333333335,0.14701519999999998,0.1585227,0.0
gain_0p8,box_align_contact_loss,mppi_hardmodel,512,30,0,0.0,0.0,0.11351339317396876,0.9088843999999999,20.110036666666666,0.18027856666666667,0.1931347,0.0
gain_0p8,box_align_contact_loss,soppi,128,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27796040000000005,3.573191,0.28125883333333335,0.28615675,0.0
gain_0p8,box_align_contact_loss,soppi,256,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.27806453333333336,3.4813913333333333,0.3828856666666667,0.38854655,0.0
gain_0p8,box_align_contact_loss,soppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27775296666666666,3.335469666666667,0.5950314,0.59959765,0.0
gain_0p8,box_align_contact_loss,soppi_fast,128,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27683820000000003,3.2533856666666665,1.2610606666666666,1.269712,0.0
gain_0p8,box_align_contact_loss,soppi_fast,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2760687,3.181118666666667,1.34307,1.350842,0.0
gain_0p8,box_align_contact_loss,soppi_fast,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27633026666666666,3.067008,1.543682,1.548751,0.0
gain_0p8,box_align_detour,diff_mppi_1,128,30,0,0.0,0.0,0.11351339317396876,0.24918076666666666,2.4552666666666667,1.1981600000000001,1.2320134999999999,0.0
gain_0p8,box_align_detour,diff_mppi_1,256,30,1,0.03333333333333333,0.005908590381612455,0.16670390991409173,0.2415504,2.320050666666667,1.2097760000000002,1.216424,0.0
gain_0p8,box_align_detour,diff_mppi_1,512,30,0,0.0,0.0,0.11351339317396876,0.23927146666666665,2.329207,1.2476163333333332,1.2534640000000001,0.0
gain_0p8,box_align_detour,diff_mppi_3,128,30,3,0.1,0.03459988874733419,0.25621082579184085,0.24011293333333333,2.2350586666666667,3.3818196666666664,3.4007175,0.0
